,Title,Year,fandom,Media
3078,DANGANRONPA: KIBOU NO GAKUEN TO ZETSUBOU NO KOUKOUSEI THE ANIMATIONDANGANRONPA: THE ANIMATION,2013,Danganronpa,Anime
1064,DANGANRONPA KIRIGIRI,2013,Danganronpa,Manga
7950,DANGANRONPA: KIBOU NO GAKUEN TO ZETSUBOU NO KOUKOUSEI THE ANIMATION (DANGANRONPA: THE ANIMATION),2013,Danganronpa,Manga
8265,DANGANRONPA: KIBOU NO GAKUEN TO ZETSUBOU NO KOUKOUSEI THE ANIMATION - DENGEKI COMIC ANTHOLOGY,2013,Danganronpa,Manga
9089,"DANGANRONPA: NAEGI MAKOTO, JINSEI SAIAKU NO HI",2013,Danganronpa,Manga
7299,DANGANRONPA 1/2: COMIC ANTHOLOGY,2014,Danganronpa,Manga
5958,ZETTAI ZETSUBOU SHOUJO: DANGANRONPA ANOTHER EPISODE,2015,Danganronpa,Manga
8557,ZETTAI ZETSUBOU SHOUJO: DANGANRONPA ANOTHER EPISODE - GENOCIDER MODE,2015,Danganronpa,Manga
2315,DANGANRONPA 3: THE END OF KIBOUGAMINE GAKUEN - ZETSUBOU-HENDANGANRONPA 3: THE END OF HOPE'S PEAK HIGH SCHOOL - DESPAIR ARC,2016,Danganronpa,Anime
3052,DANGANRONPA 3: THE END OF KIBOUGAMINE GAKUEN - MIRAI-HENDANGANRONPA 3: THE END OF HOPE'S PEAK HIGH SCHOOL - FUTURE ARC,2016,Danganronpa,Anime
1607,NEW DANGANRONPA V3: MINNA NO KOROSHIAI SHINGAKKI COMIC ANTHOLOGY,2017,Danganronpa,Manga
1233,DARK GATHERING,2019,Dark Gathering,Manga
920,DARK GATHERING,2023,Dark Gathering,Anime
3832,DEADPOOL: SAMURAI,2020,Deadpool,Manga
50,DEATH NOTE,2003,Death Note,Manga
2909,DEATH NOTE TANPENSHUU (DEATH NOTE SHORT STORIES),2003,Death Note,Manga
5876, - SHINSOU (DEATH NOTE 13: HOW TO READ),2003,Death Note,Manga
76,DEATH NOTE,2006,Death Note,Anime
299,DEATH NOTE ANOTHER NOTE: LOS ANGELES BB RENZOKU SATSUJIN JIKEN (DEATH NOTE ANOTHER NOTE: THE LOS ANGELES BB MURDER CASES),2006,Death Note,Manga
8684,DEATH NOTE: TOKUBETSU-HEN,2008,Death Note,Manga
9875,DEATH NOTE: L FILE NO. 15,2008,Death Note,Manga
8945,EIGA NOVELIZE DEATH NOTE: LIGHT UP THE NEW WORLD,2016,Death Note,Manga
3049,DEATH NOTE: TOKUBETSU YOMIKIRI (DEATH NOTE: SPECIAL ONE-SHOT),2020,Death Note,Manga
9661,DEKOBOKO MAJO NO OYAKO JIJOU,2018,Dekoboko,Manga
456,DIAMOND NO ACEACE OF DIAMOND,2013,Diamond no Ace,Anime
253,DIAMOND NO ACE: SECOND SEASONACE OF DIAMOND: SECOND SEASON,2015,Diamond no Ace,Anime
285,DIAMOND NO ACE: ACT IIACE OF DIAMOND ACT II,2019,Diamond no Ace,Anime
6528, ADVENTURE (DIGIMON),,Digimon,Manga
1886,DIGIMON ADVENTURE: V-TAMER 01,1998,Digimon,Manga
1016,DIGIMON ADVENTUREDIGIMON: DIGITAL MONSTERS,1999,Digimon,Anime
2988,DIGIMON ADVENTURE 02,2000,Digimon,Anime
1332,DIGIMON TAMERS,2001,Digimon,Anime
3381,DIGIMON FRONTIER,2002,Digimon,Anime
8829,DIGIMON TAMERS,2004,Digimon,Manga
7516,DIGIMON NEXT,2005,Digimon,Manga
4344,DIGIMON SAVERSDIGIMON DATA SQUAD,2006,Digimon,Anime
3997,DIGIMON XROS WARS,2010,Digimon,Manga
3704,DIGIMON XROS WARS: AKU NO DEATH GENERAL TO NANATSU NO OUKOKUDIGIMON FUSION,2011,Digimon,Anime
5892,THE NIGHTMARE BEFORE CHRISTMAS (DISNEY TIM BURTON'S THE NIGHTMARE BEFORE CHRISTMAS),2004,Disney,Manga
2016,DISNEY TWISTED-WONDERLAND ANTHOLOGY COMIC,2020,Disney,Manga
2580,DISNEY TWISTED-WONDERLAND THE COMIC: EPISODE OF HEARTSLABYUL (DISNEY TWISTED-WONDERLAND: BOOK OF HEARTSLABYUL),2021,Disney,Manga
267,DAICHOUHEN DORAEMON,0 to,Doraemon,Manga
2316,DORAEMON,1973,Doraemon,Anime
927,DORAEMON (1979)DORAEMON,1979,Doraemon,Anime
798,DORAEMON PLUS,1990,Doraemon,Manga
1227,DORABASE: DORAEMON SUPER BASEBALL GAIDEN,2000,Doraemon,Manga
3766,DORAEMON GAME COMIC: THE☆DORAEMONS,2001,Doraemon,Manga
2049,THE☆DORAEMONS SPECIAL,2002,Doraemon,Manga
1275,DORAEMON (2005),2005,Doraemon,Anime
181,DORAEMON,9 to,Doraemon,Manga
56,DOROHEDORO,2000,Dorohedoro,Manga
535,DOROHEDORO,2020,Dorohedoro,Anime
4714,DORORO,1967,Dororo,Manga
2920,DORORO TO HYAKKIMARUDORORO,1969,Dororo,Anime
4421,DORORO TO HYAKKIMARU DEN (THE LEGEND OF DORORO AND HYAKKIMARU),2018,Dororo,Manga
298,DORORO,2019,Dororo,Anime
417,DR. STONE,2017,Dr. Stone,Manga
269,DR. STONE,2019,Dr. Stone,Anime
1532,DR. STONE REBOOT: BYAKUYA,2019,Dr. Stone,Manga
392,DR. STONE: STONE WARS,2021,Dr. Stone,Anime
2319,DR. STONE: TERRAFORMING,2022,Dr. Stone,Manga
200,DR. STONE: NEW WORLD PART 2,2023,Dr. Stone,Anime
422,DR. STONE: NEW WORLD,2023,Dr. Stone,Anime
1542,DR. STONE: 4D SCIENCE,2023,Dr. Stone,Manga
2627,DRAGON QUEST: EDEN NO SENSHITACHI,1 to,Dragon Quest,Manga
4724,DRAGON QUEST RETSUDEN: ROTO NO MONSHOU (EMBLEM OF ROTO),1 to,Dragon Quest,Manga
841,DRAGON QUEST: DAI NO DAIBOUKEN (DRAGON QUEST: THE ADVENTURE OF DAI),1989,Dragon Quest,Manga
4247,DRAGON QUEST: YUUSHA ABEL DENSETSUDRAGON WARRIOR,1990,Dragon Quest,Anime
1520,DRAGON QUEST: DAI NO DAIBOUKEN (TV),1991,Dragon Quest,Anime
1090,DRAGON QUEST: DAI NO DAIBOUKEN (2020)DRAGON QUEST: THE ADVENTURE OF DAI,2020,Dragon Quest,Anime
157,DUNGEON MESHI (DELICIOUS IN DUNGEON),2014,Dungeon Meshi,Manga
1301,DUNGEON MESHIDELICIOUS IN DUNGEON,2024,Dungeon Meshi,Anime
272,DURARARA!!,2004,Durarara,Manga
476,DURARARA!!,2010,Durarara,Anime
6294,DURARARA!! COMIC ANTHOLOGY: DURALOVE!!,2010,Durarara,Manga
6965,DURARARA!! MINNA WA NAKAYOSHI,2010,Durarara,Manga
1107,DURARARA!! SAIKA-HEN (DURARARA!! SAIKA ARC),2011,Durarara,Manga
1461,DURARARA!! KOKINZOKU-HEN (DURARARA!! YELLOW SCARVES ARC),2013,Durarara,Manga
7310,DURARARA!!: 3 WAY STANDOFF - ALLEY,2013,Durarara,Manga
1288,DURARARA!! SH,2014,Durarara,Manga
2936,DURARARA!! RE;DOLLARS-HEN (DURARARA!! RE;DOLLARS ARC),2014,Durarara,Manga
5733,DURARARA!! RELAY,2014,Durarara,Manga
634,DURARARA!!X2 SHOU,2015,Durarara,Anime
653,DURARARA!!X2 TEN,2015,Durarara,Anime
537,DURARARA!!X2 KETSU,2016,Durarara,Anime
8468,DURARARA!! GAIDEN!? (DURARARA!! SIDE STORY?!),4 to,Durarara,Manga
4942,ENSEMBLE STARS!,2015,ENSTARS,Manga
4346,ENSEMBLE STARS!,2019,ENSTARS,Anime
1018,AO NO EXORCIST (BLUE EXORCIST),2009,EXO,Manga
1830,AO NO EXORCISTBLUE EXORCIST,2011,EXO,Anime
2118,AO NO EXORCIST,2011,EXO,Manga
999,SOUSEI NO ONMYOUJI (TWIN STAR EXORCISTS),2013,EXO,Manga
8250,SALARYMAN EXORCIST: OKUMURA YUKIO NO AISHUU,2013,EXO,Manga
1403,SOUKYUU NO FAFNER: DEAD AGGRESSOR - EXODUS PART 2,2015,EXO,Anime
2280,SOUKYUU NO FAFNER: DEAD AGGRESSOR - EXODUS,2015,EXO,Anime
4499,HANAYOME TO EXORCIST (THE BRIDE & THE EXORCIST KNIGHT),2015,EXO,Manga
2624,SOUSEI NO ONMYOUJITWIN STAR EXORCISTS,2016,EXO,Anime
2384,AO NO EXORCIST: KYOTO FUJOUOU-HENBLUE EXORCIST: KYOTO SAGA,2017,EXO,Anime
3456,FURYOU TAIMASHI REINA (BAD GIRL-EXORCIST REINA),2018,EXO,Manga
2311,EXORCIST WO OTOSENAI (MAKE THE EXORCIST FALL IN LOVE),2021,EXO,Manga
3316,SAIKYOU ONMYOUJI NO ISEKAI TENSEIKITHE REINCARNATION OF THE STRONGEST EXORCIST IN ANOTHER WORLD,2023,EXO,Anime
4359,ELDEN RING: OUGONJU E NO MICHI (ELDEN RING: THE ROAD TO THE ERDTREE),2022,Elden Ring,Manga
206,ELECEED,2018,Eleceed,Manga
744,ERGO PROXY,2006,Ergo Proxy,Anime
9057,ERGO PROXY: CENTZON HITCHERS AND UNDERTAKER,2006,Ergo Proxy,Manga
9995,AKUMU NO ELEVATOR,,Evangelion,Manga
96,SHINSEIKI EVANGELION (NEON GENESIS EVANGELION),1994,Evangelion,Manga
205,SHINSEIKI EVANGELIONNEON GENESIS EVANGELION,1995,Evangelion,Anime
4435,SLAYERS: MEDIEVAL MAYHEM,1995,Evangelion,Manga
7558,LE CHEVALIER D'EON,2005,Evangelion,Manga
3265,LE CHEVALIER D'EON,2006,Evangelion,Anime
3367,CASTLEVANIA: CURSE OF DARKNESS,2006,Evangelion,Manga
823,KARNEVAL,2007,Evangelion,Manga
4678,EVANGELION: ANIMA (NEON GENESIS EVANGELION: ANIMA),2007,Evangelion,Manga
3778,ZERO NO TSUKAIMA CHEVALIER (ZERO'S FAMILIAR: CHEVALIER),2010,Evangelion,Manga
7489,TONY TAKEZAKI NO EVANGELION (TONY TAKEZAKI'S NEON GENESIS EVANGELION),2010,Evangelion,Manga
3511,KAKUMEIKI VALVRAVEVALVRAVE THE LIBERATOR,2013,Evangelion,Anime
3744,KARNEVAL (TV)KARNEVAL,2013,Evangelion,Anime
4038,KARNEVAL ANTHOLOGY,2013,Evangelion,Manga
4805,SHINSEIKI EVANGELION: PIKOPIKO CHUUGAKUSEI DENSETSU (NEON GENESIS EVANGELION: LEGEND OF THE PIKO PIKO MIDDLE SCHOOL STUDENTS),2014,Evangelion,Manga
1559,HOANKAN EVANS NO USO: DEAD OR LOVE (LIES OF THE SHERIFF EVANS: DEAD OR LOVE),2017,Evangelion,Manga
6751,CLEVATESS: MAJUU NO OU TO AKAGO TO SHIKABANE NO YUUSHA,2020,Evangelion,Manga
160,EYESHIELD 21,2002,Eyeshield 21,Manga
740,EYESHIELD 21,2005,Eyeshield 21,Anime
1482,MANGA DE WAKARU! FATE/GRAND ORDER (LEARNING WITH MANGA! FATE/GRAND ORDER),2015,FGO,Manga
4647,FATE/GRAND ORDER: TURAS RÉALTA,2017,FGO,Manga
5209,FATE/GRAND ORDER: MORTALIS:STELLA (FATE/GRAND ORDER -MORTALIS:STELLA-),2017,FGO,Manga
697,FATE/GRAND ORDER: ZETTAI MAJUU SENSEN BABYLONIAFATE/GRAND ORDER: ABSOLUTE DEMONIC FRONT - BABYLONIA,2019,FGO,Anime
1409,"FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN III/ASHU HEIKOU SEKAI - SHIZAN KETSUGA BUTAI SHIMOUSA NO KUNI - EIREI KENGOU NANABAN SHOUBU (FATE/GRAND ORDER -EPIC OF REMNANT- PSEUDO-SINGULARITY III: THE STAGE OF CARNAGE, SHIMOUSA - SEVEN DUELS OF SWORDMASTERS)",2019,FGO,Manga
2693,FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN EX - SHINKAI DENNOU RAKUDO SE.RA.PH,2019,FGO,Manga
4018,FATE/GRAND ORDER: FROM LOSTBELT,2019,FGO,Manga
7116,FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN I - AKUSEI KAKUZETSU MAKYOU SHINJUKU - SHINJUKU GENREI JIKEN,2019,FGO,Manga
7263,"FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN IV - KINKI KOURIN TEIEN SALEM - ITAN NARU SALEM (FATE/GRAND ORDER: EPIC OF REMNANT - PSEUDO-SINGULARITY IV: THE FORBIDDEN ADVENT GARDEN, SALEM - HERETICAL SALEM)",2019,FGO,Manga
2786,FATE/GRAND ORDER: OKITA SOUJI MAKUAI NO MONOGATARI - KOKO NI,2022,FGO,Manga
5151,FLCL,1999,FLCL,Manga
7,FULLMETAL ALCHEMIST,2001,FMA,Manga
458,FULLMETAL ALCHEMIST,2003,FMA,Anime
1,FULLMETAL ALCHEMIST: BROTHERHOOD,2009,FMA,Anime
4162,FULL METAL ALCHEMIST: PROTOTYPE,2011,FMA,Manga
1515,GENSOU SUIKODEN III: UNMEI NO KEISHOUSHA (SUIKODEN III: THE SUCCESSOR OF FATE),2002,Fate,Manga
9530,FATE/STAY NIGHT: COMIC BATTLE,2004,Fate,Manga
2529,FATE/STAY NIGHT,2005,Fate,Manga
2751,FATE/STAY NIGHT,2006,Fate,Anime
137,FATE/ZERO,2006,Fate,Manga
7565,FATE/KALEID LINER PRISMA☆ILLYA,2007,Fate,Manga
3810,FATE/KALEID LINER PRISMA☆ILLYA 2WEI!,2009,Fate,Manga
270,FATE/ZERO,2011,Fate,Anime
7147,FATE/EXTRA,2011,Fate,Manga
106,FATE/ZERO 2ND SEASONFATE/ZERO SEASON 2,2012,Fate,Anime
478,FATE/KALEID LINER PRISMA☆ILLYA 3REI!!,2012,Fate,Manga
2332,FATE/APOCRYPHA,2012,Fate,Manga
4059,FATE/KALEID LINER PRISMA☆ILLYAFATE/KALEID LINER PRISMA ILLYA,2013,Fate,Anime
2884,FATE/EXTRA CCC: FOX TAIL,2013,Fate,Manga
4741,FATE/PROTOTYPE: SOUGIN NO FRAGMENTS,2013,Fate,Manga
7192,FATE/HOLLOW ATARAXIA,2013,Fate,Manga
384,FATE/STAY NIGHT: UNLIMITED BLADE WORKSFATE/STAY NIGHT [UNLIMITED BLADE WORKS],2014,Fate,Anime
3083,FATE/KALEID LINER PRISMA☆ILLYA 2WEI!FATE/KALEID LINER PRISMA ILLYA 2WEI!,2014,Fate,Anime
235,FATE/STAY NIGHT: UNLIMITED BLADE WORKS 2ND SEASONFATE/STAY NIGHT [UNLIMITED BLADE WORKS] SEASON 2,2015,Fate,Anime
3328,FATE/KALEID LINER PRISMA☆ILLYA 2WEI HERZ!FATE/KALEID LINER PRISMA ILLYA 2WEI HERZ!,2015,Fate,Anime
249,FATE/STRANGE FAKE,2015,Fate,Manga
551,FATE/STAY NIGHT: GARDEN OF AVALON,2015,Fate,Manga
618,FATE/STAY NIGHT: HEAVEN'S FEEL,2015,Fate,Manga
1482,MANGA DE WAKARU! FATE/GRAND ORDER (LEARNING WITH MANGA! FATE/GRAND ORDER),2015,Fate,Manga
7280,FATE/EXTRA CCC,2015,Fate,Manga
1801,FATE/KALEID LINER PRISMA☆ILLYA 3REI!!FATE/KALEID LINER PRISMA ILLYA 3REI!!,2016,Fate,Anime
3223,FATE/APOCRYPHA,2017,Fate,Anime
4647,FATE/GRAND ORDER: TURAS RÉALTA,2017,Fate,Manga
5209,FATE/GRAND ORDER: MORTALIS:STELLA (FATE/GRAND ORDER -MORTALIS:STELLA-),2017,Fate,Manga
697,FATE/GRAND ORDER: ZETTAI MAJUU SENSEN BABYLONIAFATE/GRAND ORDER: ABSOLUTE DEMONIC FRONT - BABYLONIA,2019,Fate,Anime
290,TEITO SEIHAI KITAN: FATE/TYPE REDLINE,2019,Fate,Manga
1409,"FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN III/ASHU HEIKOU SEKAI - SHIZAN KETSUGA BUTAI SHIMOUSA NO KUNI - EIREI KENGOU NANABAN SHOUBU (FATE/GRAND ORDER -EPIC OF REMNANT- PSEUDO-SINGULARITY III: THE STAGE OF CARNAGE, SHIMOUSA - SEVEN DUELS OF SWORDMASTERS)",2019,Fate,Manga
2693,FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN EX - SHINKAI DENNOU RAKUDO SE.RA.PH,2019,Fate,Manga
4018,FATE/GRAND ORDER: FROM LOSTBELT,2019,Fate,Manga
7116,FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN I - AKUSEI KAKUZETSU MAKYOU SHINJUKU - SHINJUKU GENREI JIKEN,2019,Fate,Manga
7263,"FATE/GRAND ORDER: EPIC OF REMNANT - ASHU TOKUITEN IV - KINKI KOURIN TEIEN SALEM - ITAN NARU SALEM (FATE/GRAND ORDER: EPIC OF REMNANT - PSEUDO-SINGULARITY IV: THE FORBIDDEN ADVENT GARDEN, SALEM - HERETICAL SALEM)",2019,Fate,Manga
6329,UNMEI WO SHINJINAI KARE GA IU NI WA (WHAT HE WHO DOESN'T BELIEVE IN FATE SAYS),2020,Fate,Manga
2829,FATE/STAY NIGHT: UNLIMITED BLADE WORKS,2021,Fate,Manga
3406,YUUTOUSEI WA UNMEI NO AKAIITO NI SAKARAITAI (THE HONOR STUDENT WANTS TO GO AGAINST THE RED THREAD OF FATE),2021,Fate,Manga
8184,UNMEITEKI LOVEMETER (FATEFUL LOVEMETER),2021,Fate,Manga
2786,FATE/GRAND ORDER: OKITA SOUJI MAKUAI NO MONOGATARI - KOKO NI,2022,Fate,Manga
7219,FATE/STAY NIGHT: COMIC ANTHOLOGY,4 to,Fate,Manga
1670,FINAL FANTASY VII: ON THE WAY TO A SMILE,2009,Final Fantasy,Manga
5131,"FINAL FANTASY REISHIKI GAIDEN: HYOUKEN NO SHINIGAMI (FINAL FANTASY TYPE-0 SIDE STORY, THE ICE REAPER)",2012,Final Fantasy,Manga
3323,FINAL FANTASY: LOST STRANGER (FINAL FANTASY LOST STRANGER),2017,Final Fantasy,Manga
6580,FINAL FANTASY XIV: SHIRITSU EORZEA GAKUEN (FINAL FANTASY XIV: EORZEA ACADEMY),2021,Final Fantasy,Manga
5750,FIRE EMBLEM: ANKOKURYUU TO HIKARI NO TSURUGI,1993,Fire Emblem,Manga
4621,FIRE EMBLEM: HASHA NO TSURUGI,2001,Fire Emblem,Manga
6806,FIRE EMBLEM: KAKUSEI COMIC ANTHOLOGY,2014,Fire Emblem,Manga
4886,FIRE EMBLEM HEROES: EIYUU-TACHI NO NICHIJOU (FIRE EMBLEM HEROES: A DAY IN THE LIFE),2017,Fire Emblem,Manga
2480,FIRE EMBLEM: GENEALOGY OF THE HOLY WAR,?,Fire Emblem,Manga
1555,ENEN NO SHOUBOUTAI (FIRE FORCE),2015,Fire Force,Manga
1166,ENEN NO SHOUBOUTAIFIRE FORCE,2019,Fire Force,Anime
929,ENEN NO SHOUBOUTAI: NI NO SHOUFIRE FORCE SEASON 2,2020,Fire Force,Anime
2469,FREE!FREE! - IWATOBI SWIM CLUB,2013,Free,Anime
1391,FREE! ETERNAL SUMMERFREE! - ETERNAL SUMMER,2014,Free,Anime
1436,FREE! DIVE TO THE FUTURE,2018,Free,Anime
9906,"LAST BOSS, YAMETEMITA: SHUJINKOU NI TAOSARETA FURISHITE JIYUU NI IKITEMITA (FINAL BOSS FAKE-OUT: THE PROTAGONIST THINKS HE KILLED ME SO NOW I'M FREE!)",2020,Free,Manga
49,SOUSOU NO FRIEREN (FRIEREN: BEYOND JOURNEY'S END),2020,Frieren,Manga
0,SOUSOU NO FRIERENFRIEREN: BEYOND JOURNEY'S END,2023,Frieren,Anime
125,FRUITS BASKET,1998,Fruits Basket,Manga
1203,FRUITS BASKET,2001,Fruits Basket,Anime
6630,FRUITS BASKET: ANOTHER,2015,Fruits Basket,Manga
347,FRUITS BASKET 1ST SEASON,2019,Fruits Basket,Anime
107,FRUITS BASKET 2ND SEASON,2020,Fruits Basket,Anime
12,FRUITS BASKET: THE FINALFRUITS BASKET: THE FINAL SEASON,2021,Fruits Basket,Anime
4485,GATE KEEPERS,2000,GATE,Anime
785,TOUHOU BOUGETSUSHOU: CAGE IN LUNATIC RUNAGATE.,2007,GATE,Manga
659,STEINS;GATE,2009,GATE,Manga
2501,STEINS;GATE: BOUKAN NO REBELLION,2009,GATE,Manga
748,STEINS;GATE: ONSHUU NO BROWNIAN MOTION,2010,GATE,Manga
1034,"GATE: JIEITAI KANOCHI NITE, KAKU TATAKAERI",2010,GATE,Manga
1314,STEINS;GATE: YOUEN NO VALHALLA,2010,GATE,Manga
5301,GATE 7,2010,GATE,Manga
2,STEINS;GATE,2011,GATE,Anime
1108,"GATE: JIEITAI KANOCHI NITE, KAKU TATAKAERI (GATE: WHERE THE JSDF FOUGHT)",2011,GATE,Manga
2139,STEINS GATE!,2011,GATE,Manga
2843,STEINS;GATE: SHIJOU SAIKYOU NO SLIGHT FEVER,2011,GATE,Manga
3679,STEINS;GATE: HIYOKU RENRI NO SWEETS HONEY,2011,GATE,Manga
6341,STEINS;GATE: DROPS,2011,GATE,Manga
396,STEINS;GATE: AISHIN MEIZU NO BABEL,2012,GATE,Manga
1417,STEINS;GATE: HEIJI KYOKUSEN NO EPIGRAPH,2012,GATE,Manga
3532,"GATE: JIEITAI KANOCHI NITE, KAKU TATAKAERI GAIDEN",2012,GATE,Manga
9142,STEINS;GATE: HENI KUUKAN NO OCTET,2012,GATE,Manga
9172,STEINS;GATE: HIYOKU RENRI NO FUTURE HONEY,2012,GATE,Manga
1422,THE NEW GATE,2013,GATE,Manga
1500,GEKIJOUBAN STEINS;GATE: FUKA RYOUIKI NO DÉJÀ VU,2013,GATE,Manga
710,STEINS;GATE: EIGOU KAIKI NO PANDORA,2014,GATE,Manga
1148,STEINS;GATE: MUGEN ENTEN NO ARC LIGHT,2014,GATE,Manga
1204,"GATE: JIEITAI KANOCHI NITE, KAKU TATAKAERIGATE",2015,GATE,Anime
62,YAGATE KIMI NI NARU (BLOOM INTO YOU),2015,GATE,Manga
1130,"GATE: JIEITAI KANOCHI NITE, KAKU TATAKAERI PART 2GATE PART 2",2016,GATE,Anime
402,STEINS;GATE 0,2017,GATE,Manga
7110,STARTING GATE!: UMA MUSUME PRETTY DERBY,2017,GATE,Manga
112,STEINS;GATE 0,2018,GATE,Anime
754,YAGATE KIMI NI NARUBLOOM INTO YOU,2018,GATE,Anime
145,YAGATE KIMI NI NARU: SAEKI SAYAKA NI TSUITE (BLOOM INTO YOU: REGARDING SAEKI SAYAKA),2018,GATE,Manga
3220,YAGATE KIMI NI NARU: KOUSHIKI COMIC ANTHOLOGY (BLOOM INTO YOU ANTHOLOGY),2018,GATE,Manga
3819,ONNA GA NIGATE NA YANKEE TO SHOUJO NO HANASHI (YANKEE & LITTLE GIRL),2019,GATE,Manga
4700,IKEBUKURO WEST GATE PARK,2020,GATE,Anime
6757,"DESTINY UNCHAIN ONLINE: KYUUKETSUKI SHOUJO TO NATTE, YAGATE ""AKA NO MAOU"" TO YOBARERU YOU NI NARIMASHITA",2022,GATE,Manga
187,GEKKAN SHOUJO NOZAKI-KUN (MONTHLY GIRLS' NOZAKI-KUN),2011,Gekkan Shoujo Nozaki-kun,Manga
892,GEKKAN SHOUJO NOZAKI-KUNMONTHLY GIRLS' NOZAKI-KUN,2014,Gekkan Shoujo Nozaki-kun,Anime
3592,GEKKAN SHOUJO NOZAKI-KUN ANTHOLOGY,2014,Gekkan Shoujo Nozaki-kun,Manga
77,GINTAMA,2003,Gintama,Manga
14,GINTAMA,2006,Gintama,Anime
2101,GINTAMA: 3-NEN Z-GUMI GINPACHI-SENSEI,2006,Gintama,Manga
8,GINTAMA'GINTAMA SEASON 2,2011,Gintama,Anime
9,GINTAMA': ENCHOUSENGINTAMA: ENCHOUSEN,2012,Gintama,Anime
991,GEKIJOUBAN GINTAMA: KANKETSU-HEN - YOROZUYA YO EIEN NARE,2013,Gintama,Manga
3,GINTAMA°GINTAMA SEASON 4,2015,Gintama,Anime
13,GINTAMA.GINTAMA SEASON 5,2017,Gintama,Anime
122,GINTAMA.: PORORI-HENGINTAMA.: SLIP ARC,2017,Gintama,Anime
22,GINTAMA.: SHIROGANE NO TAMASHII-HEN - KOUHAN-SENGINTAMA.: SILVER SOUL ARC - SECOND HALF WAR,2018,Gintama,Anime
29,GINTAMA.: SHIROGANE NO TAMASHII-HENGINTAMA.: SILVER SOUL ARC,2018,Gintama,Anime
1737,GIRLS & PANZERGIRLS UND PANZER,2012,Girls und Panzer,Anime
5096,GIRLS & PANZER (GIRLS UND PANZER),2012,Girls und Panzer,Manga
900,GIRLS & PANZER: PRAVDA SENKI (GIRLS UND PANZER: SAGA OF PRAVDA),2018,Girls und Panzer,Manga
118,GIVEN,2013,Given,Manga
236,GIVEN,2019,Given,Anime
7025,REGINA RENA: TO THE UNFORGIVEN,2021,Given,Manga
256,GOCHUUMON WA USAGI DESU KA? (IS THE ORDER A RABBIT?),2011,Gochuumon,Manga
1836,GOCHUUMON WA USAGI DESU KA?IS THE ORDER A RABBIT?,2014,Gochuumon,Anime
5509,GOCHUUMON WA USAGI DESU KA? ANTHOLOGY COMIC (IS THE ORDER A RABBIT? ANTHOLOGY COMIC),2014,Gochuumon,Manga
1021,GOCHUUMON WA USAGI DESU KA??IS THE ORDER A RABBIT??,2015,Gochuumon,Anime
723,GOCHUUMON WA USAGI DESU KA? BLOOMIS THE ORDER A RABBIT? BLOOM,2020,Gochuumon,Anime
72,GOLDEN KAMUY,2014,Golden Kamuy,Manga
308,GOLDEN KAMUY 2ND SEASONGOLDEN KAMUY SEASON 2,2018,Golden Kamuy,Anime
799,GOLDEN KAMUY,2018,Golden Kamuy,Anime
150,GOLDEN KAMUY 3RD SEASONGOLDEN KAMUY SEASON 3,2020,Golden Kamuy,Anime
444,GOLDEN KAMUY 4TH SEASONGOLDEN KAMUY SEASON 4,2022,Golden Kamuy,Anime
3251,GOSHUUSHOU-SAMA NINOMIYA-KUN,2004,Gotoubun,Manga
3969,GUDETAMATHE LAZY EGG,2014,Gudetama,Anime
8707,KIDOU SENSHI GUNDAM F91,,Gundam,Manga
9333,KIDOU SENSHI V GUNDAM GAIDEN,,Gundam,Manga
9682,SHIN KIDOU SENKI GUNDAM WING: BATTLEFIELD OF PACIFISTS (MOBILE SUIT GUNDAM WING: BATTLEFIELD OF PACIFISTS),,Gundam,Manga
7149,KIDOU SENSHI GUNDAM: U.C. HARD GRAPH - TETSU NO KANBA,1 to,Gundam,Manga
1005,KIDOU SENSHI GUNDAMMOBILE SUIT GUNDAM,1979,Gundam,Anime
1810,KIDOU SENSHI GUNDAM (MOBILE SUIT GUNDAM),1979,Gundam,Manga
757,KIDOU SENSHI ZETA GUNDAMMOBILE SUIT ZETA GUNDAM,1985,Gundam,Anime
2505,KIDOU SENSHI GUNDAM: GYAKUSHUU NO CHAR - BELTORCHIKA'S CHILDREN,1988,Gundam,Manga
1494,KIDOU BUTOUDEN G GUNDAMMOBILE FIGHTER G GUNDAM,1994,Gundam,Anime
1645,KIDOU SENSHI CROSSBONE GUNDAM (MOBILE SUIT CROSS BONE GUNDAM),1994,Gundam,Manga
9036,KIDOU BUTOUDEN G GUNDAM (MOBILE FIGHTER G GUNDAM),1994,Gundam,Manga
1229,SHIN KIDOU SENKI GUNDAM WINGMOBILE SUIT GUNDAM WING,1995,Gundam,Anime
2422,KIDOU SHINSEIKI GUNDAM XAFTER WAR GUNDAM X,1996,Gundam,Anime
8643,AFTER WAR GUNDAM X,1996,Gundam,Manga
